energy,stress,motivation,hour_of_day,persona,focus_readiness
9,8,8,17,Stress-Sensitive,42.47193962608584
7,3,6,19,Stress-Sensitive,79.64007086101373
2,4,10,1,Stress-Sensitive,74.11209553258314
7,1,1,4,Stress-Sensitive,79.86101966373147
4,5,2,6,Stress-Sensitive,75.97109934011556
4,8,1,9,Stress-Sensitive,39.643599557702075
6,7,8,23,Stress-Sensitive,50.51102621687334
2,4,7,2,Stress-Sensitive,72.50254081320602
7,6,9,22,Stress-Sensitive,64.71046685390905
8,5,4,0,Stress-Sensitive,78.86234851744679
3,5,4,22,Stress-Sensitive,74.85197049050282
6,3,10,13,Stress-Sensitive,77.25124793346475
1,1,6,3,Stress-Sensitive,71.75323883494578
8,2,4,12,Stress-Sensitive,83.58492140043111
8,5,3,12,Stress-Sensitive,79.73996154692662
4,3,2,3,Stress-Sensitive,75.7114835260771
7,2,6,9,Stress-Sensitive,76.90125185372055
1,7,4,18,Stress-Sensitive,43.537897245096474
8,4,3,22,Stress-Sensitive,83.61311995153726
7,9,10,22,Stress-Sensitive,32.1355146903573
6,9,8,13,Stress-Sensitive,31.2772494016777
8,10,10,22,Stress-Sensitive,30.25307910465553
5,7,10,19,Stress-Sensitive,49.35859386646987
8,1,4,3,Stress-Sensitive,82.72201234070593
9,8,6,5,Stress-Sensitive,44.96462476042991
2,3,6,15,Stress-Sensitive,72.53965044661935
7,5,4,7,Stress-Sensitive,83.95210982400019
2,3,10,3,Stress-Sensitive,78.66407069143179
5,5,7,23,Stress-Sensitive,76.66256574262533
6,3,4,16,Stress-Sensitive,76.01022184523458
10,8,3,9,Stress-Sensitive,42.87142407947518
4,4,6,8,Stress-Sensitive,74.96500726109781
9,2,4,2,Stress-Sensitive,86.722428570597
3,5,7,22,Stress-Sensitive,75.60991966444351
9,6,10,7,Stress-Sensitive,73.6156216526362
1,4,7,11,Stress-Sensitive,68.97495334477003
6,8,3,15,Stress-Sensitive,48.11566305461046
6,9,9,5,Stress-Sensitive,36.60092738236998
3,4,5,15,Stress-Sensitive,73.13592564302556
8,9,7,21,Stress-Sensitive,40.54798381765475
1,9,3,15,Stress-Sensitive,18.124468188842375
10,1,8,21,Stress-Sensitive,83.30821476320784
5,6,9,21,Stress-Sensitive,63.48186611935437
9,2,4,2,Stress-Sensitive,81.33299893416464
10,4,5,16,Stress-Sensitive,84.42818180752339
8,3,9,15,Stress-Sensitive,78.11068487324502
5,7,2,6,Stress-Sensitive,45.50945649368693
3,6,6,5,Stress-Sensitive,56.503067307575066
8,7,9,19,Stress-Sensitive,54.174422182921894
2,4,10,10,Stress-Sensitive,73.7405509079654
8,5,6,7,Stress-Sensitive,79.50395177607886
7,7,7,11,Stress-Sensitive,51.11996453919196
8,1,3,0,Stress-Sensitive,82.16546367202476
8,2,7,21,Stress-Sensitive,84.07127324692698
6,9,3,22,Stress-Sensitive,34.633454974237324
4,1,7,15,Stress-Sensitive,77.83475177734523
9,5,7,12,Stress-Sensitive,80.66940365006218
7,3,8,16,Stress-Sensitive,78.74882302499826
6,1,3,8,Stress-Sensitive,85.2413823143154
10,6,2,11,Stress-Sensitive,72.65991165043994
2,7,1,20,Stress-Sensitive,40.454733882607734
7,3,4,4,Stress-Sensitive,77.09083194780301
3,8,7,0,Stress-Sensitive,39.16903494410452
2,4,5,13,Stress-Sensitive,76.64838174301481
4,4,9,3,Stress-Sensitive,77.51024273064797
4,4,2,12,Stress-Sensitive,79.79441085465155
5,8,4,4,Stress-Sensitive,33.71391324773133
5,6,7,18,Stress-Sensitive,65.40356656337033
9,1,10,11,Stress-Sensitive,82.28977671379147
8,10,3,20,Stress-Sensitive,31.568024642190792
6,10,9,10,Stress-Sensitive,28.235253657000452
2,4,8,15,Stress-Sensitive,74.37838389946123
7,2,10,3,Stress-Sensitive,81.12889025175485
1,8,10,16,Stress-Sensitive,29.50337352093516
1,9,10,5,Stress-Sensitive,20.725622396545802
1,7,3,3,Stress-Sensitive,41.55140319223471
1,8,9,10,Stress-Sensitive,30.74898028725061
7,1,7,21,Stress-Sensitive,79.52626978064606
4,1,8,23,Stress-Sensitive,82.29103573364084
4,7,3,23,Stress-Sensitive,50.95489730086067
5,9,6,21,Stress-Sensitive,35.612249856770326
2,5,4,14,Stress-Sensitive,70.39999204716074
7,4,9,8,Stress-Sensitive,79.82406130743838
7,5,9,6,Stress-Sensitive,81.08628277776104
2,1,3,22,Stress-Sensitive,70.94699558784
3,10,10,8,Stress-Sensitive,18.30028583057389
2,8,10,14,Stress-Sensitive,31.060809446984937
5,2,7,2,Stress-Sensitive,78.10251951604332
5,4,1,13,Stress-Sensitive,77.4627059434546
7,9,1,7,Stress-Sensitive,35.803803663483706
6,7,2,20,Stress-Sensitive,52.85893895484177
5,7,1,23,Stress-Sensitive,50.44740093858509
9,3,7,9,Stress-Sensitive,88.82325559864002
7,10,8,14,Stress-Sensitive,27.395496106475584
6,10,6,21,Stress-Sensitive,26.39328656873804
7,1,10,0,Stress-Sensitive,84.66531604346527
6,6,9,17,Stress-Sensitive,68.69098272149677
4,4,7,15,Stress-Sensitive,76.40715521407886
4,2,5,8,Stress-Sensitive,79.25977812811854
8,9,7,9,Stress-Sensitive,33.997870585267954
2,3,10,7,Stress-Sensitive,71.30580191534752
2,7,6,9,Stress-Sensitive,44.94780203248062
6,3,9,19,Stress-Sensitive,79.64985218382039
4,2,2,6,Stress-Sensitive,79.95275833380352
1,3,5,6,Stress-Sensitive,68.68123553714182
4,8,3,5,Stress-Sensitive,32.93405749803151
7,10,1,10,Stress-Sensitive,34.58679043923102
1,2,4,21,Stress-Sensitive,71.58237514897363
2,9,3,22,Stress-Sensitive,22.846788197428644
1,8,4,14,Stress-Sensitive,36.15677218591678
2,2,3,17,Stress-Sensitive,71.70929399398224
1,5,6,6,Stress-Sensitive,72.55982371081542
7,2,2,5,Stress-Sensitive,79.64547672611198
6,8,5,20,Stress-Sensitive,42.67920636667832
10,5,8,16,Stress-Sensitive,83.27572954557446
3,1,6,9,Stress-Sensitive,78.84303997141336
5,5,2,18,Stress-Sensitive,78.4408681314528
9,1,1,1,Stress-Sensitive,80.9104709740549
7,6,9,5,Stress-Sensitive,67.93603045229241
2,3,9,14,Stress-Sensitive,70.82308457721899
5,3,4,0,Stress-Sensitive,78.69296080801944
5,7,2,7,Stress-Sensitive,48.64082392215567
10,3,2,23,Stress-Sensitive,80.28539324713385
4,7,7,15,Stress-Sensitive,49.85181896214781
10,5,9,13,Stress-Sensitive,83.96147065121737
7,3,6,2,Steady Worker,31.90493794902213
2,6,3,22,Steady Worker,6.060757383675576
4,5,10,5,Steady Worker,33.049579880567315
4,4,6,19,Steady Worker,18.119865089216297
5,5,8,3,Steady Worker,32.03309213320553
9,10,8,3,Steady Worker,63.27277592894274
4,10,5,2,Steady Worker,19.945514550075902
8,6,9,4,Steady Worker,58.629249735765015
10,1,8,18,Steady Worker,67.72864032539067
3,1,1,5,Steady Worker,8.930748392425665
4,10,4,4,Steady Worker,12.293778796826217
2,10,8,22,Steady Worker,12.986883646806882
10,4,2,7,Steady Worker,15.297498520529208
10,6,4,17,Steady Worker,33.88397172041575
5,1,7,8,Steady Worker,31.966510920708547
3,9,7,22,Steady Worker,15.744173832779474
4,6,8,14,Steady Worker,24.811396364891646
8,10,8,21,Steady Worker,52.796518085183415
2,4,4,12,Steady Worker,8.850304043188856
3,2,4,16,Steady Worker,9.440695017006945
1,5,1,19,Steady Worker,1.4049686020310035
3,3,1,12,Steady Worker,2.8738556349188817
3,8,6,4,Steady Worker,14.292299612876446
7,6,5,20,Steady Worker,29.23302874908746
10,9,10,5,Steady Worker,80.7420766543894
1,9,2,1,Steady Worker,5.422750737565429
5,4,3,20,Steady Worker,13.933473506509914
2,1,8,4,Steady Worker,14.24150875006081
10,2,8,18,Steady Worker,66.36349849113809
4,10,1,20,Steady Worker,3.255125260948854
4,8,1,17,Steady Worker,2.1399333816550445
2,1,6,11,Steady Worker,12.140217685979747
10,4,5,18,Steady Worker,40.413436048520786
4,6,5,1,Steady Worker,15.487155707071038
4,2,5,2,Steady Worker,18.044856371732305
2,10,8,21,Steady Worker,13.006334685100951
9,3,4,10,Steady Worker,35.18005902169514
9,8,8,15,Steady Worker,63.47113280890534
6,2,7,19,Steady Worker,34.05434715831342
9,3,2,12,Steady Worker,13.753997368213952
1,1,5,4,Steady Worker,3.2026414694053864
7,9,6,0,Steady Worker,33.88087306786063
8,2,9,22,Steady Worker,61.31635539701823
5,8,10,14,Steady Worker,47.050256014295655
1,3,9,14,Steady Worker,7.997315845524164
10,5,6,20,Steady Worker,54.05192720509814
9,2,10,21,Steady Worker,68.47033703995962
5,2,3,22,Steady Worker,10.10089179138514
1,2,3,11,Steady Worker,0.0
5,1,7,12,Steady Worker,29.46211034601441
4,8,8,5,Steady Worker,25.659622292066768
7,9,4,12,Steady Worker,20.694889144091306
2,8,7,21,Steady Worker,12.566392453039215
6,10,7,22,Steady Worker,32.59962653727832
5,3,2,6,Steady Worker,9.453409119045697
2,6,4,8,Steady Worker,6.5514498039896045
5,4,8,2,Steady Worker,29.521858921949637
8,10,5,16,Steady Worker,35.349070041716374
10,9,2,0,Steady Worker,15.720244289765876
7,7,1,12,Steady Worker,3.2713574858584478
5,3,2,4,Steady Worker,10.298376465808031
1,3,4,1,Steady Worker,2.7797181540131852
10,5,4,10,Steady Worker,34.55397158537973
8,2,4,4,Steady Worker,25.49444302565076
2,10,9,17,Steady Worker,14.290333703288834
4,1,2,11,Steady Worker,8.70134375060962
10,10,6,7,Steady Worker,47.860451206258446
9,4,7,6,Steady Worker,54.10882497100477
10,9,3,10,Steady Worker,25.979134737096587
5,4,1,15,Steady Worker,4.9755953924353165
7,4,8,8,Steady Worker,44.013141270335225
5,1,9,6,Steady Worker,32.25124568587994
7,1,9,0,Steady Worker,53.83930990647911
6,2,2,8,Steady Worker,12.01488504247869
1,10,5,13,Steady Worker,4.089737885660047
6,6,8,22,Steady Worker,41.0036190499086
5,10,2,9,Steady Worker,10.151651363650535
5,4,10,10,Steady Worker,41.129651877667506
5,9,2,21,Steady Worker,7.02057590913131
10,5,6,14,Steady Worker,48.57662849072231
10,4,5,23,Steady Worker,37.93479421615471
4,10,3,4,Steady Worker,9.375512404407777
10,8,1,4,Steady Worker,6.761511841138331
5,8,10,6,Steady Worker,37.95781765004766
2,6,10,10,Steady Worker,15.998684876692982
6,9,1,5,Steady Worker,2.4466475430209202
2,9,2,18,Steady Worker,4.447069966991306
4,10,1,23,Steady Worker,0.2945095812657188
5,8,6,1,Steady Worker,27.642885480470685
9,7,5,15,Steady Worker,35.52446582645106
4,8,6,20,Steady Worker,25.43179490609087
9,4,4,23,Steady Worker,33.55582786091224
6,1,2,8,Steady Worker,7.0477547901746185
2,4,4,7,Steady Worker,5.950354814721845
10,3,2,8,Steady Worker,13.50670481867791
6,1,3,6,Steady Worker,12.592283157214391
9,8,5,12,Steady Worker,35.67920463276161
9,10,8,19,Steady Worker,61.1781721499492
6,5,4,8,Steady Worker,20.655550339811455
7,10,8,10,Steady Worker,45.23529258380958
3,3,6,15,Steady Worker,11.174643197068686
7,9,9,16,Steady Worker,55.14601853741608
7,3,4,1,Steady Worker,19.361410469953128
3,10,9,16,Steady Worker,21.97570692055884
3,5,3,3,Steady Worker,4.53346201910311
7,7,6,22,Steady Worker,34.78603445609104
3,5,7,9,Steady Worker,15.474050808360085
6,7,2,23,Steady Worker,9.793984248462717
5,8,3,1,Steady Worker,9.87536955163623
8,10,2,9,Steady Worker,15.650608341876115
7,5,7,2,Steady Worker,43.41733357440273
1,1,1,5,Steady Worker,0.6890056081121007
5,10,8,20,Steady Worker,38.32988009191153
8,2,10,7,Steady Worker,66.72583752012481
6,1,1,9,Steady Worker,6.392084822192972
10,5,10,2,Steady Worker,85.30457516000654
2,2,5,3,Steady Worker,6.196122872808096
8,9,4,7,Steady Worker,23.93909660764823
2,9,9,2,Steady Worker,15.212606899346811
5,1,3,23,Steady Worker,12.47025234101806
3,8,9,21,Steady Worker,20.4383418434323
7,10,1,2,Steady Worker,4.46064575184237
3,3,4,16,Steady Worker,12.41687200194288
5,6,9,1,Steady Worker,42.722494617620576
9,7,9,19,Steady Worker,69.03343656524056
7,2,10,14,Steady Worker,63.37199891582057
9,8,1,10,Steady Worker,5.780051168891345
8,4,2,20,Steady Worker,16.990657589392146
6,8,7,6,Steady Worker,37.636218540680474
2,10,7,15,Steady Worker,11.729478197468252
9,1,2,21,Steady Worker,16.082226265747735
5,7,4,12,Steady Worker,17.724688299751925
6,3,4,19,Steady Worker,18.621633017247472
4,4,6,8,Steady Worker,18.40345044939363
10,6,6,6,Steady Worker,50.83059096250784
1,9,4,7,Steady Worker,1.9628067163924376
9,6,9,3,Steady Worker,70.3531556543046
9,8,8,16,Steady Worker,56.8817463505644
7,1,9,2,Steady Worker,52.19785753113161
7,5,7,9,Steady Worker,40.71990446810981
7,2,2,14,Steady Worker,9.87232695737938
7,2,2,8,Steady Worker,12.531504225951851
1,3,10,19,Steady Worker,7.032735428399024
5,7,7,1,Steady Worker,25.949864292805508
3,4,8,0,Steady Worker,22.68026674427922
4,1,3,9,Steady Worker,11.913823141881931
5,8,1,16,Steady Worker,3.7924298853893337
6,2,9,4,Steady Worker,45.82581218094086
2,6,10,20,Steady Worker,18.66118719270728
7,10,2,15,Steady Worker,8.562463068404943
7,6,4,19,Steady Worker,23.50419802649493
10,6,6,10,Steady Worker,51.79487085788814
1,5,1,10,Steady Worker,0.0
10,3,2,5,Steady Worker,16.188205295771205
10,6,9,4,Steady Worker,77.14465580148823
9,5,2,16,Steady Worker,15.217836466489347
9,10,7,18,Steady Worker,55.937843147446024
2,4,1,6,Steady Worker,0.0
4,5,1,1,Steady Worker,3.72009083601592
1,10,1,21,Steady Worker,0.6162466702881384
2,3,5,15,Steady Worker,10.876454577892744
6,2,9,17,Steady Worker,49.2229272282099
6,9,9,17,Steady Worker,47.73980384400986
7,8,10,23,Steady Worker,58.29083633863923
1,9,6,0,Steady Worker,6.814244361585504
8,5,8,4,Steady Worker,50.38430783228199
10,6,8,17,Steady Worker,65.22290959695151
8,10,2,7,Steady Worker,12.356520467039052
7,5,4,10,Steady Worker,25.156112635563087
6,2,9,12,Steady Worker,46.515667836197196
1,4,4,17,Steady Worker,6.647682446008815
2,1,5,10,Steady Worker,9.45831041130754
4,2,1,0,Steady Worker,3.2729986223819623
2,3,9,4,Steady Worker,15.235241462804963
8,7,6,12,Steady Worker,39.17888162262701
6,8,8,7,Steady Worker,39.751423081034005
8,10,6,10,Steady Worker,40.0093744947434
9,3,4,0,Steady Worker,29.431625246305657
2,6,1,7,Steady Worker,2.488171614455888
8,1,5,14,Steady Worker,29.497009597575776
2,1,3,14,Steady Worker,5.990581110774791
9,10,1,1,Steady Worker,7.346516538374537
9,5,9,21,Steady Worker,67.75560082240777
9,2,9,3,Steady Worker,70.4181636954814
8,5,6,19,Steady Worker,38.59510100587864
3,4,1,18,Steady Worker,0.6461438108583581
4,9,3,10,Steady Worker,8.356230745857623
9,1,8,12,Steady Worker,61.886243097698824
1,2,10,20,Steady Worker,8.33208697953359
6,2,10,4,Steady Worker,47.20537340562201
3,7,1,4,Steady Worker,1.8933653092650606
3,10,4,14,Steady Worker,7.948551807815848
2,2,3,17,Steady Worker,6.365855326178381
8,10,4,17,Steady Worker,29.998599313527716
4,2,5,6,Steady Worker,16.839731548826975
4,8,7,6,Steady Worker,25.313447554908855
4,1,7,5,Steady Worker,23.154417234838693
8,10,8,8,Steady Worker,53.09391141568575
1,3,6,3,Steady Worker,5.689324609287965
4,1,10,21,Steady Worker,33.35211454937053
10,3,5,5,Steady Worker,42.405197301735555
6,7,2,14,Steady Worker,8.014809861190166
7,7,2,2,Steady Worker,12.766055830577962
6,9,9,10,Steady Worker,43.46372057916797
1,7,6,3,Steady Worker,2.3251193363483966
5,8,4,3,Steady Worker,17.463773369649807
6,6,3,1,Steady Worker,18.426322225076436
8,10,7,11,Steady Worker,47.09579153205023
5,3,2,10,Steady Worker,8.735985268576561
9,4,8,10,Steady Worker,59.23469530337697
7,8,5,1,Steady Worker,29.201096527572602
10,10,10,12,Steady Worker,83.28876466219646
2,3,4,12,Steady Worker,5.873988821674732
1,6,6,23,Steady Worker,7.2848151945904105
2,2,1,18,Steady Worker,0.6374887045537829
7,9,8,7,Steady Worker,44.82695956888347
2,1,6,22,Steady Worker,6.979340461171398
1,10,8,15,Steady Worker,4.489632223598667
8,8,10,6,Steady Worker,63.5895594225081
4,8,10,15,Steady Worker,33.79812494965639
6,9,1,21,Steady Worker,2.4172405084331814
10,8,10,5,Steady Worker,85.38360656904501
1,6,7,12,Steady Worker,7.095846172906082
10,10,4,4,Steady Worker,34.35509802371534
5,3,2,23,Steady Worker,10.616648681358592
1,10,1,23,Steady Worker,2.497657102044723
4,4,9,17,Steady Worker,32.48015875964987
3,10,6,9,Steady Worker,13.983403007996612
10,5,8,3,Steady Worker,69.43494691475959
3,6,10,8,Steady Worker,25.602373916155535
8,10,8,2,Steady Worker,52.54289758186657
6,3,2,11,Steady Worker,11.140394111046378
9,6,5,11,Steady Worker,36.694303035329646
10,2,2,12,Steady Worker,15.519253293383803
8,4,7,2,Steady Worker,50.89531674696608
7,7,1,7,Steady Worker,9.244461948484059
2,8,2,0,Steady Worker,2.8952631802629747
10,6,10,10,Steady Worker,82.31007042489576
10,1,9,6,Steady Worker,74.6594257485164
9,2,10,16,Steady Worker,70.99862424049294
1,10,2,5,Steady Worker,4.188792397055646
4,8,4,2,Steady Worker,12.049971757784444
4,1,9,10,Steady Worker,25.53791947456996
5,10,4,6,Steady Worker,17.589433336503816
5,2,3,23,Steady Worker,13.30204759933212
5,7,10,8,Steady Worker,36.51658897793084
7,6,1,15,Steady Worker,3.9436134659523496
2,9,8,8,Steady Worker,14.564921735312726
2,2,9,1,Steady Worker,14.583964817282604
10,7,5,18,Steady Worker,39.880040202693834
8,5,1,8,Steady Worker,5.330578850969644
3,7,2,10,Steady Worker,6.531627627840785
5,9,7,13,Steady Worker,30.06827477049934
9,9,9,9,Steady Worker,68.85405692704163
3,1,9,6,Steady Worker,22.56868985756597
8,6,6,23,Steady Worker,37.7432656399789
9,8,1,1,Steady Worker,3.3812914404496466
4,2,10,0,Steady Worker,33.177774071314204
10,9,7,12,Steady Worker,60.20955205127453
5,2,10,6,Steady Worker,45.5963205499865
9,3,1,19,Steady Worker,6.4646428647574
5,9,1,7,Steady Worker,4.8301548404072285
8,8,3,9,Steady Worker,20.920794879250813
8,3,4,8,Steady Worker,23.272627040019636
9,10,9,15,Steady Worker,66.5812514824454
1,6,9,8,Steady Worker,7.706573152015041
7,7,4,22,Steady Worker,24.411066981671794
5,1,2,8,Steady Worker,8.575928751777804
2,10,2,14,Steady Worker,7.530465142451819
9,6,7,12,Steady Worker,50.56855481868593
3,3,8,6,Steady Worker,25.040215817644338
3,6,8,20,Steady Worker,16.1813140970954
1,3,8,3,Steady Worker,8.336300984001841
10,4,4,20,Steady Worker,32.86212084660557
7,7,10,6,Steady Worker,55.98787990612538
2,8,10,7,Steady Worker,12.921928707829924
3,5,8,9,Steady Worker,19.104753068947424
4,3,8,21,Steady Worker,27.517824897824593
10,6,10,9,Steady Worker,86.34138646296273
3,3,1,13,Steady Worker,3.343694725275664
10,6,9,20,Steady Worker,77.22271236834618
10,2,10,3,Steady Worker,85.36462679933277
6,7,7,13,Steady Worker,34.732820666199274
4,10,6,13,Steady Worker,21.749334994554207
7,2,10,15,Steady Worker,58.118359059131905
7,1,4,20,Steady Worker,21.285187656452784
3,4,10,9,Steady Worker,25.397146023348494
9,2,4,0,Steady Worker,28.193903246528176
3,8,7,14,Steady Worker,18.834082814438272
5,10,9,20,Steady Worker,40.17997079188584
9,4,5,0,Steady Worker,38.54535442743722
10,2,6,16,Steady Worker,52.76746743739172
9,5,7,15,Steady Worker,54.00187450818325
4,4,7,23,Steady Worker,24.6016722562824
7,10,4,3,Steady Worker,28.585911843723792
7,3,10,15,Steady Worker,58.14751639363677
1,5,6,20,Steady Worker,7.385039960079841
9,3,3,10,Steady Worker,20.182370949825156
4,7,6,4,Steady Worker,24.244218914467098
4,3,7,1,Steady Worker,25.605068366124385
4,8,4,6,Steady Worker,13.134045113291746
4,9,7,12,Steady Worker,23.94418016605873
10,7,2,17,Steady Worker,15.20306984475176
8,10,2,15,Steady Worker,12.482227568440496
4,4,2,1,Steady Worker,5.612911554747632
8,4,8,13,Steady Worker,55.16951917176878
5,1,9,7,Steady Worker,40.08398646893715
3,5,7,0,Steady Worker,15.287357006891652
1,10,6,4,Steady Worker,5.3033105438031605
3,4,10,1,Steady Worker,23.871710982365634
9,4,10,18,Steady Worker,72.97915122715276
7,1,10,15,Steady Worker,57.64387138409063
4,8,1,20,Steady Worker,7.311500740462309
8,10,10,15,Steady Worker,69.78225989726161
3,1,5,1,Steady Worker,9.552176007343682
6,4,9,6,Steady Worker,46.56161512017384
2,7,10,13,Steady Worker,17.795850469082808
2,1,3,9,Steady Worker,6.580526636762507
7,9,9,12,Steady Worker,56.7052997381037
5,2,7,16,Steady Worker,30.313179409824098
6,4,3,10,Steady Worker,17.889323803275747
7,1,1,22,Steady Worker,4.8239437868888615
6,7,8,7,Steady Worker,41.923229361241106
9,6,9,10,Steady Worker,70.2113302751681
2,2,6,2,Steady Worker,9.030723572528546
8,6,9,1,Steady Worker,58.265329585533046
10,5,9,18,Steady Worker,80.47650572607601
6,4,6,2,Steady Worker,27.271857607596694
6,7,10,2,Steady Worker,49.23377560046733
2,7,1,6,Steady Worker,1.5217680959753461
1,4,4,11,Steady Worker,0.9359248699774327
6,6,8,12,Steady Worker,40.93740593449882
10,1,4,11,Steady Worker,33.739300489918655
4,8,2,3,Steady Worker,7.102376272449861
9,5,6,9,Steady Worker,42.543025124697834
9,9,7,1,Steady Worker,50.08932721336038
7,9,2,22,Steady Worker,13.338212227961092
6,8,10,7,Steady Worker,48.22761089583039
3,6,2,1,Steady Worker,5.621441846668456
5,5,4,19,Steady Worker,16.93961988249068
8,3,3,7,Steady Worker,23.932366036583613
5,3,6,22,Steady Worker,26.098484849918062
3,9,10,0,Steady Worker,24.632137421848093
9,9,1,9,Steady Worker,8.184561851183616
4,7,10,21,Steady Worker,35.46175216954418
3,7,10,13,Steady Worker,26.307660982823645
5,2,10,2,Steady Worker,37.963389722377066
6,9,5,20,Steady Worker,26.36261625161995
8,8,1,2,Steady Worker,8.879479299448978
2,10,7,16,Steady Worker,11.188505255424062
10,5,1,21,Steady Worker,6.567440275336194
3,3,1,15,Steady Worker,0.48458104445962524
3,5,6,18,Steady Worker,14.632645152668886
8,1,2,14,Steady Worker,12.86345223188052
5,3,7,13,Steady Worker,28.991986144847118
8,6,10,2,Steady Worker,65.38240842046253
7,4,6,15,Steady Worker,34.51140118947197
4,3,6,10,Steady Worker,19.34544969212161
1,9,5,4,Steady Worker,3.202606695236318
4,10,10,19,Steady Worker,33.58111727824544
7,4,1,10,Steady Worker,7.291102194922937
5,4,8,5,Steady Worker,34.93689889747852
7,2,4,13,Steady Worker,21.359882864758998
9,8,10,0,Steady Worker,75.47610472601224
8,5,9,13,Steady Worker,58.99832125719515
7,3,7,7,Steady Worker,39.90861103502125
5,5,4,2,Steady Worker,15.73676571325007
10,5,3,9,Steady Worker,25.862236735011386
5,5,2,20,Steady Worker,6.503225869697542
9,2,9,2,Steady Worker,65.24592626385956
7,1,1,23,Steady Worker,5.261027406656625
3,6,7,20,Steady Worker,16.911139037659193
3,8,5,0,Steady Worker,13.88499942860917
2,3,7,10,Steady Worker,11.872273236706526
10,8,2,13,Steady Worker,17.418274655127522
9,7,1,0,Steady Worker,6.612204025399001
6,9,1,15,Steady Worker,5.009084759559972
4,1,10,3,Steady Worker,31.344448490679014
4,10,4,15,Steady Worker,11.905550786365824
2,1,4,4,Steady Worker,9.267489839462261
10,5,2,10,Steady Worker,22.984550235843994
6,6,2,1,Steady Worker,9.477062874918136
9,2,2,15,Steady Worker,15.723429807800958
6,10,5,14,Steady Worker,28.72530638752265
7,4,10,18,Steady Worker,59.48670937689646
10,1,6,10,Steady Worker,51.10009326863413
2,2,8,18,Steady Worker,10.831868756531254
10,10,3,3,Steady Worker,25.741755806911343
5,1,4,20,Steady Worker,15.89706582700594
8,8,3,20,Steady Worker,24.8864050476948
10,8,7,9,Steady Worker,62.2909055181661
8,9,7,4,Steady Worker,48.97699006312069
1,9,6,17,Steady Worker,3.3010599715790097
10,1,4,10,Steady Worker,32.94233038146835
2,10,9,1,Steady Worker,14.509450662469165
7,6,6,1,Steady Worker,34.48284958585836
1,10,8,23,Steady Worker,6.462291107232446
9,4,4,14,Steady Worker,30.67720249264147
4,5,10,11,Steady Worker,34.30947452808193
1,2,4,13,Steady Worker,2.3752594977685857
1,6,6,9,Steady Worker,3.090807648601463
10,3,1,17,Steady Worker,8.688915876875665
4,4,2,9,Steady Worker,4.247697695687371
1,10,9,3,Steady Worker,7.065122567073291
9,5,7,18,Steady Worker,51.218172103211614
9,4,7,15,Steady Worker,52.6820087910855
9,3,5,12,Steady Worker,38.58368286322423
4,2,3,20,Steady Worker,9.735473318660683
9,3,10,21,Steady Worker,76.68226188353361
10,5,7,13,Steady Worker,58.03236070103312
4,8,9,8,Steady Worker,31.60825394690782
1,4,5,8,Steady Worker,2.041326484992894
8,1,3,13,Steady Worker,18.160931631024408
4,1,10,12,Steady Worker,34.94227449929159
4,1,5,2,Steady Worker,16.625635000399285
6,10,2,16,Steady Worker,7.691799349733595
1,1,9,4,Steady Worker,4.541126280611099
2,4,7,0,Steady Worker,11.545557432339558
1,8,6,1,Steady Worker,2.8615821498611376
5,10,3,15,Steady Worker,13.438960435984606
5,7,9,4,Steady Worker,34.20889109421333
9,8,5,10,Steady Worker,34.84095808336365
9,1,6,10,Steady Worker,41.81917092647836
5,7,4,21,Steady Worker,16.785636546660992
5,2,1,21,Steady Worker,6.0439826145333
1,10,6,6,Steady Worker,3.9969276950050205
3,9,2,0,Steady Worker,7.2931336726060785
9,7,10,10,Steady Worker,75.57283120892168
1,4,10,18,Steady Worker,7.2830438892968985
9,3,6,9,Steady Worker,46.909566193390006
2,3,4,15,Steady Worker,0.5552487683782656
6,4,8,7,Steady Worker,39.4353072552454
8,2,10,1,Steady Worker,69.92209303893235
6,9,10,6,Steady Worker,49.899204636094055
5,10,7,7,Steady Worker,32.102879202799066
7,4,5,12,Steady Worker,31.357539232024727
2,10,5,16,Steady Worker,7.123323903106316
7,9,10,3,Steady Worker,56.66235418758104
5,10,4,11,Steady Worker,18.065823286827833
3,2,6,16,Steady Worker,15.579615931953896
9,7,8,6,Steady Worker,57.59332631282812
5,2,1,7,Steady Worker,7.740247637546011
2,2,3,19,Steady Worker,6.471614752632383
8,6,8,9,Steady Worker,53.76891706258737
2,8,5,13,Steady Worker,4.432991764284536
3,9,10,6,Steady Worker,23.518665526701767
7,6,9,18,Steady Worker,50.17265791993665
6,10,2,12,Steady Worker,13.333847513299588
8,9,10,14,Steady Worker,63.866032072195345
3,9,3,14,Steady Worker,8.912935497795953
10,1,3,1,Steady Worker,26.988396008008234
5,4,3,13,Steady Worker,15.27776021376004
8,7,5,11,Steady Worker,33.227361952921086
4,8,4,6,Steady Worker,14.407764529418209
4,8,3,1,Steady Worker,6.862396729830705
6,8,6,14,Steady Worker,26.714621035609277
6,3,2,14,Steady Worker,10.491942137303598
4,2,8,8,Steady Worker,26.982321534249067
8,7,10,17,Steady Worker,64.63823031258764
4,5,9,12,Steady Worker,32.635423452417776
9,4,8,10,Steady Worker,58.476490254729605
4,3,7,17,Steady Worker,22.651439407675092
3,9,8,17,Steady Worker,19.332722240056196
6,5,10,3,Steady Worker,54.2703077759905
7,10,7,19,Steady Worker,40.392514566901326
